''head'';884218:(1,1.0,[3])
trash;882478:(1,1.0,[42]);882758:(2,1.3,[3, 50]);883348:(1,1.0,[33]);883852:(1,1.0,[12]);884020:(1,1.0,[2]);884295:(1,1.0,[17]);885437:(1,1.0,[11])
trashin';885705:(1,1.0,[0])
travel;881945:(1,1.0,[2]);883026:(1,1.0,[133]);883118:(1,1.0,[2]);883490:(1,1.0,[13]);883633:(1,1.0,[7]);884120:(2,1.3,[4, 13]);884188:(1,1.0,[0]);884261:(1,1.0,[7]);884909:(1,1.0,[10]);885222:(2,1.3,[40, 51]);885464:(1,1.0,[44]);885584:(1,1.0,[6]);885613:(2,1.3,[0, 16]);885975:(1,1.0,[8])
travelogu;884890:(1,1.0,[74])
traviata;883893:(1,1.0,[886])
trawl;883409:(1,1.0,[34])
trax;882802:(1,1.0,[55])
tread;882569:(2,1.3,[6, 34]);882965:(1,1.0,[410]);885731:(1,1.0,[8])
treadmil;882599:(1,1.0,[9])
treasur;881951:(1,1.0,[15]);881970:(1,1.0,[8]);882175:(2,1.3,[33, 36]);882220:(1,1.0,[291]);882455:(1,1.0,[21]);882920:(1,1.0,[31]);883131:(1,1.0,[94]);883455:(1,1.0,[359]);883869:(2,1.3,[83, 85]);883913:(1,1.0,[18]);884457:(1,1.0,[0]);884543:(1,1.0,[2]);884955:(1,1.0,[55]);885265:(1,1.0,[19]);885410:(1,1.0,[92]);885784:(1,1.0,[0]);885818:(1,1.0,[11]);885844:(1,1.0,[23])
treat;881957:(1,1.0,[8]);882502:(1,1.0,[4]);883173:(2,1.3,[0, 24]);883301:(1,1.0,[25]);883455:(1,1.0,[323]);883459:(1,1.0,[15]);883610:(1,1.0,[13]);883641:(1,1.0,[8]);883658:(1,1.0,[13]);884603:(1,1.0,[5]);884955:(1,1.0,[168]);885487:(1,1.0,[153]);885514:(2,1.3,[43, 45]);885909:(1,1.0,[9]);885990:(2,1.3,[211, 326])
treati;882871:(2,1.3,[12, 15])
treatment;884614:(1,1.0,[26]);885271:(1,1.0,[31]);885596:(1,1.0,[18])
trebl;884254:(1,1.0,[22]);885147:(1,1.0,[19])
tree;882077:(1,1.0,[1]);882204:(1,1.0,[18]);882490:(1,1.0,[18]);882493:(1,1.0,[9]);882691:(1,1.0,[1]);883193:(1,1.0,[171]);883501:(1,1.0,[23]);883893:(1,1.0,[240]);884427:(1,1.0,[3]);884476:(1,1.0,[10]);884627:(1,1.0,[36]);884720:(1,1.0,[3]);884859:(1,1.0,[0]);884887:(1,1.0,[7]);885043:(1,1.0,[1]);885083:(1,1.0,[13]);885287:(1,1.0,[2]);885488:(1,1.0,[30]);885845:(1,1.0,[3]);885946:(1,1.0,[49]);885953:(1,1.0,[1]);885976:(1,1.0,[15])
trek;882468:(1,1.0,[48]);884395:(2,1.3,[5, 22])
tremend;882062:(1,1.0,[128]);883503:(1,1.0,[7]);883612:(1,1.0,[8]);883651:(1,1.0,[14]);883698:(1,1.0,[7]);884360:(1,1.0,[19]);884636:(1,1.0,[45]);885370:(1,1.0,[3]);885558:(1,1.0,[3]);885801:(1,1.0,[28]);885869:(1,1.0,[11])
trend;882220:(1,1.0,[288]);882584:(1,1.0,[20]);883078:(1,1.0,[7]);883961:(1,1.0,[15]);884189:(1,1.0,[14])
trendi;882886:(1,1.0,[11]);884237:(1,1.0,[46]);885867:(1,1.0,[42])
trent;885372:(1,1.0,[6]);885855:(1,1.0,[8])
trent';883224:(1,1.0,[14])
trepak;883893:(2,1.3,[1593, 2253])
trevor;882825:(1,1.0,[12])
trey;882011:(2,1.3,[4, 12]);882539:(1,1.0,[23])
trhi;885410:(1,1.0,[390])
trhythm;885309:(1,1.0,[10])
tri;881904:(1,1.0,[26]);881933:(1,1.0,[106]);881936:(1,1.0,[51]);882064:(1,1.0,[7]);882072:(1,1.0,[6]);882127:(1,1.0,[11]);882178:(1,1.0,[9]);882205:(1,1.0,[241]);882211:(2,1.3,[82, 104]);882219:(1,1.0,[12]);882220:(1,1.0,[101]);882369:(1,1.0,[23]);882374:(1,1.0,[5]);882394:(1,1.0,[92]);882515:(1,1.0,[13]);882533:(1,1.0,[6]);882539:(1,1.0,[43]);882563:(1,1.0,[21]);882575:(1,1.0,[11]);882633:(1,1.0,[106]);882636:(1,1.0,[11]);882708:(1,1.0,[56]);882879:(1,1.0,[4]);882884:(1,1.0,[16]);883192:(1,1.0,[14]);883245:(1,1.0,[26]);883347:(2,1.3,[83, 123]);883394:(2,1.3,[1, 8]);883414:(1,1.0,[152]);883455:(2,1.3,[217, 223]);883468:(1,1.0,[11]);883518:(1,1.0,[25]);883578:(2,1.3,[20, 37]);883587:(1,1.0,[13]);883692:(1,1.0,[74]);883731:(1,1.0,[16]);883751:(1,1.0,[41]);883855:(1,1.0,[19]);883973:(1,1.0,[32]);883979:(1,1.0,[2]);884021:(1,1.0,[6]);884056:(1,1.0,[1]);884079:(2,1.3,[11, 18]);884120:(1,1.0,[11]);884150:(1,1.0,[11]);884238:(1,1.0,[4]);884260:(1,1.0,[13]);884270:(1,1.0,[15]);884409:(1,1.0,[12]);884475:(1,1.0,[5]);884514:(1,1.0,[33]);884516:(1,1.0,[15]);884603:(1,1.0,[55]);884654:(1,1.0,[52]);884789:(1,1.0,[12]);884791:(1,1.0,[29]);884951:(1,1.0,[19]);884986:(1,1.0,[47]);885051:(1,1.0,[22]);885105:(1,1.0,[180]);885152:(1,1.0,[245]);885211:(1,1.0,[19]);885242:(1,1.0,[16]);885253:(1,1.0,[10]);885255:(1,1.0,[22]);885276:(1,1.0,[0]);885349:(1,1.0,[10]);885388:(1,1.0,[13]);885410:(2,1.3,[342, 480]);885525:(1,1.0,[10]);885547:(1,1.0,[24]);885556:(1,1.0,[12]);885557:(1,1.0,[42]);885645:(1,1.0,[13]);885689:(1,1.0,[12]);885740:(1,1.0,[1]);885792:(1,1.0,[40]);885946:(1,1.0,[19])
trial;883279:(2,1.3,[4, 11]);883552:(1,1.0,[20]);885170:(1,1.0,[113])
tribul;882797:(1,1.0,[0]);883279:(1,1.0,[5]);883869:(1,1.0,[63]);885170:(1,1.0,[114])
tribut;881886:(1,1.0,[58]);882046:(1,1.0,[2]);882208:(1,1.0,[1]);882220:(4,1.6,[992, 1048, 1527, 1583]);882306:(1,1.0,[16]);882674:(1,1.0,[7]);882717:(1,1.0,[3]);882879:(1,1.0,[31]);882882:(1,1.0,[43]);882976:(1,1.0,[3]);883007:(1,1.0,[16]);883226:(1,1.0,[2]);883333:(1,1.0,[153]);883382:(1,1.0,[18]);883458:(1,1.0,[0]);883526:(1,1.0,[17]);883555:(1,1.0,[3]);883847:(2,1.3,[1, 13]);884031:(1,1.0,[0]);884087:(1,1.0,[44]);884267:(1,1.0,[14]);884390:(1,1.0,[0]);884573:(1,1.0,[9]);885259:(1,1.0,[16]);885464:(1,1.0,[71]);885505:(1,1.0,[7]);885990:(1,1.0,[120])
trick;882168:(1,1.0,[11]);883392:(1,1.0,[7]);884132:(1,1.0,[12]);884859:(1,1.0,[2]);884986:(1,1.0,[13]);885534:(1,1.0,[13])
trickeri;882806:(1,1.0,[18])
tricki;885132:(1,1.0,[0])
trigger;882039:(1,1.0,[38]);882326:(1,1.0,[14]);882714:(1,1.0,[73])
trigo;883372:(1,1.0,[4])
trill;883174:(1,1.0,[0]);884532:(1,1.0,[0]);884984:(1,1.0,[78])
trilog;882919:(1,1.0,[2]);885245:(2,1.3,[32, 40])
trini;882938:(1,1.0,[7])
trinidad;885487:(3,1.48,[160, 206, 247])
trinite;883739:(1,1.0,[15])
triniti;883556:(1,1.0,[30])
trio;883251:(1,1.0,[11]);883988:(1,1.0,[11]);884033:(1,1.0,[5]);884418:(1,1.0,[32]);884790:(1,1.0,[14]);885410:(1,1.0,[487]);885415:(2,1.3,[7, 20]);885789:(1,1.0,[14]);885835:(1,1.0,[17])
trip;881886:(1,1.0,[11]);881959:(1,1.0,[6]);881964:(1,1.0,[19]);882420:(1,1.0,[83]);882517:(1,1.0,[32]);883223:(1,1.0,[13]);883241:(2,1.3,[22, 48]);883275:(1,1.0,[0]);883359:(1,1.0,[23]);883455:(2,1.3,[43, 329]);883617:(2,1.3,[4, 13]);884023:(2,1.3,[28, 50]);884261:(1,1.0,[8]);884500:(1,1.0,[20]);885725:(1,1.0,[13]);885937:(1,1.0,[13])
tripl;884401:(1,1.0,[11])
trippi;883426:(1,1.0,[1]);883870:(1,1.0,[5]);885854:(1,1.0,[5])
trippin';884612:(1,1.0,[29])
trisha;883974:(1,1.0,[28])
trite;884237:(1,1.0,[50])
triumph;884192:(2,1.3,[278, 403]);884766:(1,1.0,[15])
triumphal;883893:(1,1.0,[1023])
triumphant;884984:(1,1.0,[187])
troi;884395:(1,1.0,[1])
troldhaugen;883618:(1,1.0,[300]);883893:(2,1.3,[1428, 2088])
troll;882565:(1,1.0,[13])
trombon;882505:(1,1.0,[39]);884850:(1,1.0,[8])
tron;882984:(1,1.0,[0]);883467:(1,1.0,[0])
trophi;884439:(1,1.0,[0])
tropic;882651:(1,1.0,[10])
tropico;885280:(6,1.78,[0, 2, 22, 93, 126, 138])
troppo;885410:(1,1.0,[510])
trot;884829:(1,1.0,[8])
troubadour;883934:(2,1.3,[1, 13]);884349:(2,1.3,[0, 6])
troubl;881995:(1,1.0,[0]);882094:(1,1.0,[17]);882681:(1,1.0,[5]);882714:(1,1.0,[6]);882929:(1,1.0,[13]);882951:(1,1.0,[129]);882965:(1,1.0,[75]);883401:(1,1.0,[22]);883851:(2,1.3,[294, 330]);884101:(1,1.0,[1]);884729:(1,1.0,[55]);885031:(1,1.0,[9]);885745:(1,1.0,[9]);886012:(1,1.0,[0])
trout;883618:(1,1.0,[65]);883893:(1,1.0,[68]);883924:(1,1.0,[3])
troutman;884857:(1,1.0,[7])
troy;883039:(1,1.0,[106]);883241:(1,1.0,[10]);886026:(2,1.3,[14, 97])
trubbl;883100:(2,1.3,[2, 11])
truck;883468:(1,1.0,[15]);885143:(1,1.0,[16]);885258:(2,1.3,[1, 9]);885356:(2,1.3,[17, 53]);885652:(1,1.0,[35])
true;881895:(1,1.0,[29]);881909:(1,1.0,[5]);881912:(1,1.0,[16]);881922:(1,1.0,[19]);881926:(2,1.3,[3, 82]);881952:(1,1.0,[21]);881974:(1,1.0,[3]);882014:(2,1.3,[25, 27]);882044:(1,1.0,[12]);882093:(1,1.0,[5]);882186:(2,1.3,[82, 84]);882197:(1,1.0,[23]);882220:(3,1.48,[6, 649, 1185]);882231:(1,1.0,[13]);882279:(1,1.0,[14]);882314:(1,1.0,[6]);882337:(1,1.0,[1]);882347:(1,1.0,[44]);882387:(1,1.0,[25]);882392:(2,1.3,[1, 18]);882407:(1,1.0,[1]);882422:(1,1.0,[2]);882533:(1,1.0,[2]);882543:(1,1.0,[7]);882573:(1,1.0,[8]);882601:(1,1.0,[8]);882658:(1,1.0,[15]);882669:(1,1.0,[21]);882701:(1,1.0,[28]);882737:(1,1.0,[17]);882758:(1,1.0,[30]);882763:(1,1.0,[43]);882853:(1,1.0,[33]);882875:(1,1.0,[0]);882879:(2,1.3,[27, 112]);882943:(1,1.0,[4]);882969:(1,1.0,[2]);883041:(1,1.0,[4]);883062:(1,1.0,[5]);883104:(1,1.0,[5]);883107:(1,1.0,[7]);883251:(1,1.0,[7]);883338:(1,1.0,[12]);883380:(1,1.0,[41]);883415:(1,1.0,[2]);883448:(1,1.0,[60]);883455:(1,1.0,[113]);883457:(1,1.0,[6]);883472:(1,1.0,[38]);883521:(1,1.0,[10]);883549:(1,1.0,[4]);883566:(1,1.0,[23]);883600:(1,1.0,[20]);883692:(1,1.0,[46]);883715:(2,1.3,[11, 31]);883765:(2,1.3,[6, 18]);883768:(1,1.0,[45]);883860:(1,1.0,[10]);883930:(1,1.0,[38]);883953:(1,1.0,[35]);883993:(2,1.3,[15, 18]);884088:(1,1.0,[38]);884161:(1,1.0,[18]);884241:(1,1.0,[0]);884300:(1,1.0,[26]);884361:(1,1.0,[10]);884373:(1,1.0,[3]);884477:(1,1.0,[43]);884518:(1,1.0,[19]);884603:(1,1.0,[132]);884605:(1,1.0,[8]);884616:(1,1.0,[9]);884644:(1,1.0,[4]);884719:(1,1.0,[15]);884746:(2,1.3,[12, 17]);884813:(1,1.0,[0]);884849:(1,1.0,[14]);884874:(2,1.3,[16, 23]);884879:(1,1.0,[0]);884888:(1,1.0,[7]);884915:(1,1.0,[53]);884955:(1,1.0,[167]);884961:(1,1.0,[17]);884993:(2,1.3,[3, 14]);885004:(1,1.0,[25]);885034:(1,1.0,[25]);885049:(1,1.0,[3]);885067:(1,1.0,[1]);885085:(1,1.0,[49]);885099:(1,1.0,[68]);885106:(1,1.0,[8]);885122:(1,1.0,[5]);885170:(1,1.0,[327]);885184:(1,1.0,[5]);885215:(1,1.0,[11]);885245:(1,1.0,[20]);885271:(2,1.3,[16, 132]);885289:(1,1.0,[4]);885324:(2,1.3,[13, 15]);885356:(1,1.0,[44]);885467:(1,1.0,[18]);885468:(1,1.0,[11]);885588:(1,1.0,[38]);885604:(1,1.0,[15]);885611:(1,1.0,[9]);885637:(1,1.0,[0]);885821:(1,1.0,[5]);885824:(1,1.0,[23]);885912:(1,1.0,[20]);885952:(1,1.0,[6]);886007:(1,1.0,[1])
trueli;883583:(1,1.0,[8]);884827:(1,1.0,[17]);885030:(1,1.0,[10])
truis;882706:(1,1.0,[31])
truley;884609:(1,1.0,[7])
truli;881909:(1,1.0,[9]);882007:(1,1.0,[8]);882026:(1,1.0,[30]);882041:(1,1.0,[8]);882123:(1,1.0,[37]);882149:(1,1.0,[9]);882197:(1,1.0,[13]);882220:(1,1.0,[46]);882249:(1,1.0,[9]);882275:(1,1.0,[14]);882299:(1,1.0,[10]);882300:(1,1.0,[66]);882336:(1,1.0,[6]);882381:(2,1.3,[7, 10]);882472:(1,1.0,[14]);882514:(1,1.0,[7]);882536:(1,1.0,[37]);882540:(1,1.0,[8]);882555:(1,1.0,[7]);882576:(1,1.0,[6]);882593:(1,1.0,[18]);882618:(1,1.0,[7]);882636:(1,1.0,[6]);882651:(1,1.0,[21]);882664:(1,1.0,[7]);882689:(1,1.0,[35]);882694:(1,1.0,[6]);882705:(1,1.0,[9]);882715:(1,1.0,[1]);882717:(1,1.0,[4]);882730:(1,1.0,[8]);882785:(1,1.0,[0]);882805:(1,1.0,[9]);882834:(2,1.3,[9, 19]);882856:(1,1.0,[8]);882859:(1,1.0,[13]);882885:(1,1.0,[2]);882887:(1,1.0,[1]);882889:(1,1.0,[6]);882935:(1,1.0,[7]);882970:(1,1.0,[8]);882974:(1,1.0,[6]);882987:(1,1.0,[7]);882989:(1,1.0,[8]);883025:(1,1.0,[35]);883026:(1,1.0,[29]);883035:(1,1.0,[9]);883043:(1,1.0,[9]);883056:(1,1.0,[7]);883059:(1,1.0,[27]);883062:(1,1.0,[9]);883095:(1,1.0,[7]);883096:(1,1.0,[117]);883100:(1,1.0,[9]);883113:(1,1.0,[12]);883134:(1,1.0,[9]);883139:(1,1.0,[7]);883293:(1,1.0,[23]);883318:(1,1.0,[34]);883383:(1,1.0,[2]);883409:(2,1.3,[486, 640]);883448:(1,1.0,[56]);883469:(1,1.0,[81]);883664:(1,1.0,[13]);883692:(1,1.0,[3]);883709:(1,1.0,[5]);883735:(1,1.0,[33]);883745:(1,1.0,[20]);883793:(1,1.0,[20]);883835:(1,1.0,[7]);883908:(1,1.0,[11]);883940:(1,1.0,[2]);884058:(1,1.0,[9]);884061:(1,1.0,[10]);884075:(1,1.0,[25]);884130:(1,1.0,[5]);884192:(2,1.3,[190, 315]);884246:(1,1.0,[2]);884258:(1,1.0,[15]);884303:(1,1.0,[4]);884406:(1,1.0,[26]);884717:(1,1.0,[5]);884734:(1,1.0,[53]);884740:(1,1.0,[61]);884752:(1,1.0,[11]);884805:(1,1.0,[12]);884813:(1,1.0,[4]);884842:(1,1.0,[2]);884943:(1,1.0,[13]);884953:(1,1.0,[22]);884976:(1,1.0,[21]);885130:(1,1.0,[6]);885136:(1,1.0,[14]);885168:(1,1.0,[49]);885182:(2,1.3,[9, 14]);885198:(1,1.0,[17]);885241:(1,1.0,[1]);885410:(1,1.0,[33]);885448:(1,1.0,[13]);885467:(2,1.3,[7, 10]);885487:(1,1.0,[325]);885555:(1,1.0,[24]);885602:(1,1.0,[13]);885620:(1,1.0,[0]);885633:(1,1.0,[2]);885697:(1,1.0,[6]);885804:(1,1.0,[2]);885862:(1,1.0,[5]);885909:(1,1.0,[4]);885910:(1,1.0,[4]);885920:(1,1.0,[33]);885982:(1,1.0,[5]);886011:(1,1.0,[9])
trulli;883810:(1,1.0,[6])
trumpet;881936:(1,1.0,[47]);882205:(5,1.7,[50, 60, 116, 135, 259]);883752:(1,1.0,[3]);883832:(3,1.48,[1, 27, 47]);883893:(3,1.48,[327, 1724, 2384]);884625:(2,1.3,[1, 6]);885152:(2,1.3,[440, 535]);885387:(1,1.0,[6])
trust;882451:(1,1.0,[35]);882732:(1,1.0,[10]);883471:(1,1.0,[8]);883780:(1,1.0,[53]);884361:(1,1.0,[2]);885012:(1,1.0,[36])
truth;882103:(1,1.0,[8]);882108:(2,1.3,[21, 43]);882186:(1,1.0,[24]);882220:(2,1.3,[38, 89]);882448:(1,1.0,[18]);882451:(1,1.0,[8]);882481:(1,1.0,[15]);882965:(1,1.0,[382]);883059:(1,1.0,[15]);883124:(1,1.0,[34]);883264:(1,1.0,[5]);883295:(1,1.0,[21]);883522:(1,1.0,[0]);883708:(1,1.0,[6]);883987:(1,1.0,[1]);884167:(1,1.0,[10]);884509:(1,1.0,[14]);884738:(1,1.0,[11]);884955:(1,1.0,[143]);885322:(1,1.0,[28]);885364:(1,1.0,[12]);885995:(1,1.0,[16])
truue;885410:(1,1.0,[132])
tryin';882099:(1,1.0,[32]);884729:(2,1.3,[5, 11])
trying';882220:(1,1.0,[357])
tsar;883893:(5,1.7,[435, 1553, 1637, 2213, 2297]);885264:(1,1.0,[2]);886026:(1,1.0,[72])
tso;881958:(2,1.3,[300, 303]);883580:(1,1.0,[8]);883608:(1,1.0,[16]);884681:(2,1.3,[5, 21])
tsunami;886035:(1,1.0,[28])
tsur;884996:(1,1.0,[1])
tu;881952:(1,1.0,[0]);882395:(1,1.0,[5]);884423:(1,1.0,[2])
tuba;884625:(1,1.0,[53])
tube;882879:(1,1.0,[11]);883653:(1,1.0,[5]);884243:(1,1.0,[21]);884265:(1,1.0,[77]);885017:(1,1.0,[17]);885512:(1,1.0,[8]);885843:(1,1.0,[14])
tucker;883175:(2,1.3,[13, 20]);884812:(1,1.0,[6])
tug;883270:(1,1.0,[22]);884040:(1,1.0,[82])
tulip;883026:(1,1.0,[14])
tull';883492:(1,1.0,[49])
tulsi;882137:(1,1.0,[6])
tumalan;883735:(1,1.0,[26])
tune;881911:(1,1.0,[4]);881916:(1,1.0,[11]);881947:(1,1.0,[25]);881958:(1,1.0,[351]);881979:(2,1.3,[4, 22]);882003:(1,1.0,[5]);882033:(1,1.0,[23]);882040:(1,1.0,[41]);882050:(1,1.0,[14]);882085:(1,1.0,[19]);882138:(1,1.0,[12]);882154:(1,1.0,[13]);882221:(1,1.0,[5]);882238:(1,1.0,[6]);882239:(1,1.0,[20]);882258:(1,1.0,[26]);882298:(1,1.0,[15]);882394:(4,1.6,[12, 63, 73, 89]);882440:(1,1.0,[10]);882454:(1,1.0,[14]);882524:(1,1.0,[9]);882535:(1,1.0,[43]);882539:(1,1.0,[62]);882543:(3,1.48,[5, 11, 16]);882558:(1,1.0,[30]);882560:(1,1.0,[7]);882588:(3,1.48,[19, 30, 55]);882613:(1,1.0,[60]);882728:(1,1.0,[4]);882790:(1,1.0,[7]);882799:(1,1.0,[79]);882808:(1,1.0,[8]);882827:(1,1.0,[42]);882854:(1,1.0,[108]);882891:(1,1.0,[29]);882902:(1,1.0,[20]);882909:(1,1.0,[13]);882913:(1,1.0,[27]);882930:(1,1.0,[7]);882957:(1,1.0,[18]);882965:(2,1.3,[352, 642]);882976:(1,1.0,[9]);882991:(1,1.0,[27]);883003:(1,1.0,[34]);883039:(1,1.0,[59]);883096:(1,1.0,[101]);883116:(2,1.3,[81, 135]);883170:(2,1.3,[9, 32]);883188:(1,1.0,[19]);883260:(1,1.0,[33]);883270:(2,1.3,[564, 620]);883273:(1,1.0,[10]);883312:(1,1.0,[17]);883325:(1,1.0,[32]);883346:(1,1.0,[17]);883349:(1,1.0,[1]);883377:(1,1.0,[11]);883382:(1,1.0,[8]);883414:(1,1.0,[172]);883428:(1,1.0,[9]);883440:(1,1.0,[14]);883455:(1,1.0,[258]);883465:(1,1.0,[12]);883493:(1,1.0,[14]);883545:(1,1.0,[3]);883546:(1,1.0,[23]);883547:(1,1.0,[33]);883560:(1,1.0,[113]);883562:(2,1.3,[5, 17]);883590:(2,1.3,[15, 27]);883621:(1,1.0,[15]);883634:(1,1.0,[15]);883733:(1,1.0,[10]);883736:(1,1.0,[24]);883742:(2,1.3,[10, 17]);883796:(1,1.0,[9]);883818:(2,1.3,[294, 412]);883821:(1,1.0,[68]);883853:(1,1.0,[139]);883872:(1,1.0,[8]);883873:(1,1.0,[15]);883875:(1,1.0,[4]);883893:(2,1.3,[1725, 2385]);883931:(2,1.3,[3, 10]);883940:(1,1.0,[6]);883985:(1,1.0,[60]);884012:(1,1.0,[18]);884017:(1,1.0,[21]);884032:(2,1.3,[6, 8]);884075:(1,1.0,[29]);884118:(2,1.3,[6, 15]);884151:(1,1.0,[34]);884192:(3,1.48,[48, 257, 382]);884210:(2,1.3,[7, 11]);884225:(1,1.0,[8]);884227:(1,1.0,[8]);884261:(1,1.0,[34]);884270:(2,1.3,[11, 23]);884276:(1,1.0,[2]);884397:(1,1.0,[11]);884417:(1,1.0,[24]);884448:(1,1.0,[12]);884483:(2,1.3,[4, 51]);884528:(1,1.0,[5]);884530:(1,1.0,[9]);884585:(1,1.0,[7]);884683:(1,1.0,[5]);884690:(1,1.0,[10]);884697:(1,1.0,[35]);884702:(1,1.0,[3]);884709:(1,1.0,[6]);884725:(1,1.0,[7]);884747:(1,1.0,[19]);884749:(1,1.0,[3]);884752:(1,1.0,[16]);884798:(1,1.0,[5]);884799:(1,1.0,[13]);884832:(1,1.0,[10]);884889:(1,1.0,[68]);884901:(2,1.3,[15, 20]);884908:(1,1.0,[5]);884922:(1,1.0,[21]);884929:(1,1.0,[14]);884955:(3,1.48,[20, 83, 161]);884957:(2,1.3,[4, 12]);885009:(1,1.0,[23]);885027:(1,1.0,[26]);885035:(1,1.0,[19]);885086:(2,1.3,[3, 12]);885096:(2,1.3,[6, 9]);885104:(1,1.0,[6]);885157:(1,1.0,[12]);885184:(1,1.0,[28]);885187:(1,1.0,[10]);885189:(1,1.0,[14]);885256:(1,1.0,[6]);885264:(1,1.0,[22]);885286:(1,1.0,[17]);885315:(1,1.0,[10]);885320:(1,1.0,[19]);885331:(1,1.0,[5]);885333:(1,1.0,[9]);885343:(3,1.48,[10, 19, 28]);885366:(2,1.3,[7, 30]);885367:(2,1.3,[7, 21]);885388:(1,1.0,[10]);885414:(1,1.0,[7]);885428:(1,1.0,[27]);885432:(1,1.0,[14]);885440:(1,1.0,[2]);885455:(2,1.3,[7, 16]);885466:(1,1.0,[13]);885472:(1,1.0,[61]);885488:(1,1.0,[51]);885496:(1,1.0,[26]);885507:(2,1.3,[5, 37]);885530:(2,1.3,[7, 17]);885541:(1,1.0,[2]);885561:(1,1.0,[21]);885563:(3,1.48,[4, 11, 21]);885595:(1,1.0,[13]);885599:(1,1.0,[3]);885624:(1,1.0,[4]);885643:(3,1.48,[3, 15, 19]);885670:(5,1.7,[24, 26, 29, 59, 101]);885682:(1,1.0,[30]);885688:(1,1.0,[6]);885702:(1,1.0,[24]);885753:(1,1.0,[10]);885754:(2,1.3,[14, 23]);885766:(1,1.0,[9]);885774:(1,1.0,[2]);885870:(1,1.0,[4]);885872:(1,1.0,[39]);885874:(1,1.0,[11]);885921:(1,1.0,[15]);885924:(1,1.0,[87]);885937:(1,1.0,[7]);885972:(2,1.3,[21, 45]);885975:(1,1.0,[37]);885978:(1,1.0,[12]);885986:(1,1.0,[22]);886001:(1,1.0,[20]);886024:(1,1.0,[14])
tune';884376:(1,1.0,[15]);884690:(1,1.0,[24])
tunecor;882364:(1,1.0,[0]);882524:(2,1.3,[0, 11]);882870:(1,1.0,[0]);883193:(3,1.48,[0, 6, 174]);884514:(3,1.48,[0, 7, 61]);884748:(3,1.48,[0, 5, 44])
tunnel;883096:(1,1.0,[83]);885869:(2,1.3,[7, 19])
tupac;884857:(1,1.0,[12])
turd;883526:(1,1.0,[22]);883815:(1,1.0,[21])
ture;884537:(2,1.3,[3, 20])
turisa;885348:(1,1.0,[18])
turkey;882200:(2,1.3,[1, 23])
turkish;883618:(1,1.0,[199])
turmoil;882190:(1,1.0,[4])
turn;881886:(1,1.0,[71]);881921:(1,1.0,[13]);882037:(1,1.0,[0]);882220:(3,1.48,[287, 1037, 1572]);882399:(1,1.0,[16]);882493:(1,1.0,[10]);882505:(1,1.0,[30]);882563:(1,1.0,[9]);882633:(1,1.0,[117]);882674:(1,1.0,[0]);882702:(2,1.3,[10, 31]);882776:(2,1.3,[0, 11]);882905:(1,1.0,[2]);883026:(1,1.0,[10]);883124:(1,1.0,[136]);883163:(1,1.0,[13]);883250:(1,1.0,[59]);883265:(1,1.0,[13]);883270:(2,1.3,[304, 632]);883324:(1,1.0,[24]);883525:(1,1.0,[5]);883557:(1,1.0,[12]);883560:(1,1.0,[85]);883590:(1,1.0,[60]);883697:(1,1.0,[7]);883711:(1,1.0,[7]);883730:(1,1.0,[8]);883899:(2,1.3,[0, 15]);884155:(1,1.0,[10]);884272:(1,1.0,[69]);884453:(1,1.0,[12]);884535:(1,1.0,[6]);884593:(1,1.0,[17]);884603:(1,1.0,[141]);884638:(1,1.0,[7]);884709:(1,1.0,[76]);884733:(1,1.0,[116]);884858:(1,1.0,[11]);884891:(1,1.0,[23]);884915:(1,1.0,[4]);884966:(2,1.3,[42, 74]);885015:(1,1.0,[20]);885045:(1,1.0,[13]);885048:(1,1.0,[24]);885072:(1,1.0,[37]);885104:(1,1.0,[9]);885106:(2,1.3,[0, 11]);885162:(1,1.0,[27]);885271:(1,1.0,[63]);885410:(2,1.3,[505, 553]);885559:(1,1.0,[14]);885580:(1,1.0,[9]);885611:(3,1.48,[0, 5, 12]);885657:(1,1.0,[17]);885708:(1,1.0,[0]);885793:(1,1.0,[15]);885808:(1,1.0,[0]);886016:(1,1.0,[13]);886026:(2,1.3,[289, 412])
turner;883547:(1,1.0,[9]);884808:(1,1.0,[15])
turnstil;883096:(1,1.0,[124])
turntabl;885640:(1,1.0,[5])
turntablist;883664:(1,1.0,[41])
tuttar;884537:(2,1.3,[2, 19])
tutti;883194:(1,1.0,[9]);885410:(1,1.0,[257])
tuviera;885896:(1,1.0,[57])
tv;881991:(1,1.0,[58]);881996:(1,1.0,[3]);882016:(1,1.0,[17]);882428:(1,1.0,[26]);882515:(1,1.0,[6]);882597:(1,1.0,[5]);882620:(1,1.0,[12]);882715:(1,1.0,[232]);882793:(1,1.0,[6]);882872:(1,1.0,[5]);882972:(1,1.0,[11]);883419:(1,1.0,[29]);883483:(2,1.3,[234, 392]);883951:(1,1.0,[49]);884056:(1,1.0,[8]);884123:(1,1.0,[5]);884365:(1,1.0,[7]);884384:(2,1.3,[4, 21]);884837:(1,1.0,[10]);884887:(1,1.0,[4]);885204:(1,1.0,[5]);885245:(1,1.0,[3]);885268:(2,1.3,[12, 22]);885824:(1,1.0,[21]);885940:(1,1.0,[13])
tvu;882756:(1,1.0,[27])
twa;884706:(1,1.0,[19])
